id;user_id;name;type;brand;rating;notes;location;price;date_added;created_at;updated_at;image_url;is_favorite;is_wishlist
88df4f6b-9775-4708-8bd2-2d66e637cd27;0e434dbc-e66e-40cf-930d-8236e5545e39;Suntory Whiskey;whiskey;;5;"Suntory whiskies are known for their delicate, smooth, and often subtly sweet profiles with a touch of fruit and sometimes a hint of mizunara oak. Specific notes vary greatly depending on the expression.

Suntory is a Japanese brewing and distilling company established in 1899 by Torii Shinjiro. It is one of Japan's oldest and largest producers of alcoholic beverages, with renowned distilleries like Yamazaki and Hakushu.

Best enjoyed neat, with a single large ice cube, or in classic whiskey cocktails like a Highball to appreciate its nuanced flavors. Pairs well with Japanese cuisine, dark chocolate, or mature cheeses.";;$40 - $5000+ per bottle (depending on expression and age);2026-01-19 18:26:06.766806+00;2026-01-19 18:26:06.766806+00;2026-01-19 18:26:06.766806+00;;false;false
0c77319f-2562-46f2-a1e1-4a179297ae07;b7d68135-b16f-4efd-89e9-dc9180061ef1;Yuengling;beer;;3;"Yuengling's American Light Lager is known for its crisp, refreshing taste with a subtle malt sweetness and a balanced hop finish. When referring to a hypothetical Yuengling Whiskey, one might expect a profile that mirrors the beer's approachable character, perhaps with light malty notes, a hint of corn or grain, and a smooth finish, rather than a bold, complex whiskey.

D. G. Yuengling & Son, commonly known as Yuengling, is the oldest operating brewing company in the United States, established in 1829. Based in Pottsville, Pennsylvania, it is renowned for its traditional American lagers. While primarily a brewery, if they were to produce a whiskey, it would likely be a venture building on their long-standing brewing heritage.

A hypothetical Yuengling Whiskey, mirroring their beer's accessibility, might be best enjoyed neat or on the rocks. It could also serve as a foundational spirit in classic whiskey cocktails like an Old Fashioned or a Whiskey Sour.";;;2026-01-26 20:16:25.084627+00;2026-01-26 20:16:25.084627+00;2026-01-26 20:42:04.315623+00;;false;false
5474d9a2-ff69-41af-b65f-ab56ee7ff722;b7d68135-b16f-4efd-89e9-dc9180061ef1;St Antonin Châteauneuf Du Pape 2022;wine;St Antonin;5;"Châteauneuf-du-Pape wines are typically full-bodied with rich flavors of red and black fruits, often accompanied by notes of garrigue (herbs like thyme and rosemary), spice, and earthy undertones. The 2022 vintage is likely to be young and vibrant.

St Antonin is a producer of wine in the Châteauneuf-du-Pape appellation in the Southern Rhône Valley of France. Châteauneuf-du-Pape is renowned for its specific bottle embossing featuring the papal tiara and St. Peter's keys, signifying its historical connection to the Avignon Papacy.

This red wine pairs wonderfully with roasted red meats, hearty stews, game dishes, and strong cheeses. Serve at cellar temperature (around 16-18°C) after decanting young vintages for an hour or so.";;$30-60 per bottle;2026-01-27 02:19:54.851176+00;2026-01-27 02:19:54.851176+00;2026-01-27 02:19:54.851176+00;https://kvsfwvxlmrtbzafznczd.supabase.co/storage/v1/object/public/drink-images/b7d68135-b16f-4efd-89e9-dc9180061ef1/1769480370262.jpg;false;false
2e308ca6-d521-434b-85e9-c6b6640570aa;b7d68135-b16f-4efd-89e9-dc9180061ef1;José Ignacio Albariño 2024;wine;Bodega Oceánica;5;"Albariño wines are typically crisp and aromatic with notes of citrus, green apple, and sometimes a hint of salinity and minerality. The 2024 vintage would be expected to be fresh and vibrant.

Bodega Oceánica is a winery located in Uruguay, specifically Finca José Ignacio. They are known for producing wines that reflect the unique coastal terroir of the region, often focusing on varietals well-suited to the climate.

Best served chilled. This Albariño would pair wonderfully with seafood, grilled chicken, fresh salads, or light appetizers. It's also a great choice for sipping on a warm day.";;$15-30 per bottle;2026-01-27 02:20:56.043686+00;2026-01-27 02:20:56.043686+00;2026-01-27 02:20:56.043686+00;https://kvsfwvxlmrtbzafznczd.supabase.co/storage/v1/object/public/drink-images/b7d68135-b16f-4efd-89e9-dc9180061ef1/1769480432492.jpg;false;false
995c8e49-a32c-4e99-b8c0-bb29d584d3e6;b7d68135-b16f-4efd-89e9-dc9180061ef1;Sancerre Domaine Hippolyte Reverdy;wine;Domaine Hippolyte Reverdy;4;"This Sancerre typically offers vibrant aromas of grapefruit, green apple, and a hint of minerality, often described as flinty or chalky. On the palate, it's dry, crisp, and refreshing with good acidity, showcasing citrus and sometimes a subtle herbaceous note. It's known for its clean finish and characteristic Sauvignon Blanc expression from the Loire Valley.

Domaine Hippolyte Reverdy is a family-owned winery located in the Sancerre appellation of the Loire Valley, France. They have been producing wine for several generations, focusing on traditional methods and expressing the unique terroir of their vineyards. The estate is known for its commitment to quality Sauvignon Blanc production.

Serve well-chilled as an aperitif, or pair with goat cheese, fresh seafood (oysters, grilled fish), asparagus, or light salads. It's an excellent choice for those who enjoy crisp, dry white wines.";CBS Wines Class;$25-40 per bottle;2025-12-04 23:50:36.58141+00;2025-12-04 23:50:36.58141+00;2026-01-25 08:14:34.775074+00;https://kvsfwvxlmrtbzafznczd.supabase.co/storage/v1/object/public/drink-images/b7d68135-b16f-4efd-89e9-dc9180061ef1/1764892231028.jpg;true;false
89251470-fa06-44f4-a15a-491ee3a5cf79;0e434dbc-e66e-40cf-930d-8236e5545e39;Yuengling;beer;;3;Yuengling is primarily known for its beer, famously America's oldest brewery. While they do offer a Yuengling Traditional Lager, information about a standalone Yuengling whiskey is not widely available, suggesting it might not be a primary product or could be a limited edition item. It's possible there's confusion with another brand or a collaborative product. Without further clarification, detailed information on 'Yuengling' as a whiskey is difficult to provide.;College Town Bagels;8;2026-01-26 19:57:55.210475+00;2026-01-26 19:57:55.210475+00;2026-01-26 19:57:55.210475+00;;false;false
512939ac-4728-465b-9a78-8d91e4167139;b7d68135-b16f-4efd-89e9-dc9180061ef1;Lieutenant de Sigalas Sauternes 2010;wine;Château Sigalas Rabaud;5;"Sauternes is a sweet white wine known for its complex aromas of honey, apricot, intense botrytis (noble rot) notes, and often orange marmalade. The 2010 vintage would likely show a beautiful balance of richness and acidity.

Château Sigalas Rabaud is one of the oldest and most prestigious estates in the Sauternes appellation of Bordeaux, France. It was classified as a Premier Cru Classé in 1855, signifying its high quality and historical importance. 'Lieutenant de Sigalas' is typically the second wine of the Château, offering a more accessible expression of their winemaking.

This sweet wine is traditionally served chilled and pairs excellently with foie gras, blue cheeses, or fruit-based desserts like tarte Tatin. It can also be enjoyed on its own as a dessert in a glass.";;$40-70 per bottle;2026-01-27 02:23:06.363934+00;2026-01-27 02:23:06.363934+00;2026-02-13 19:27:17.002604+00;https://kvsfwvxlmrtbzafznczd.supabase.co/storage/v1/object/public/drink-images/b7d68135-b16f-4efd-89e9-dc9180061ef1/1769480571046.jpg;false;false
1f8e3c80-a3b2-4508-aaf6-81b18e441944;b7d68135-b16f-4efd-89e9-dc9180061ef1;Pelter Single Malt Whisky;whiskey;Pelter;3;"Pelter is an Israeli winery that also produces a small range of spirits, including gin and whisky. Their whisky is a single malt, indicating it's made from 100% malted barley at a single distillery. The label indicates it is 'Non Chill Filtered' and 'Since 1920', though the 1920 date might refer to a broader family history since their winery was established in 2005.

Enjoy neat or with a drop of water to open up the flavors. As a single malt, it's typically savored slowly. Given it's a newer craft whisky, exploring similar small-batch international single malts would be a good comparison.";Copper Oak;$70-100 per bottle;2026-01-16 01:09:22.952536+00;2026-01-16 01:09:22.952536+00;2026-01-27 02:24:57.733162+00;https://kvsfwvxlmrtbzafznczd.supabase.co/storage/v1/object/public/drink-images/b7d68135-b16f-4efd-89e9-dc9180061ef1/1768525723540.jpg;false;false
e4e5390a-3c0f-4652-8921-e0ef2519eb13;b7d68135-b16f-4efd-89e9-dc9180061ef1;Zaku Miyabi No Tomo Nakadori;other;;4;Sake, very smooth and a little sweet;Konban;;2026-02-08 16:02:04.381583+00;2026-02-08 16:02:04.381583+00;2026-02-08 16:02:04.381583+00;drink-images/b7d68135-b16f-4efd-89e9-dc9180061ef1/1770566289608.jpg;false;false
cc2f96ec-7463-46bc-b210-a9c34d4c1968;25fbd092-9d1d-4a49-80e1-0271cfdcef3a;Jiant Hard Kombucha;other;Jiant;2;I was promised passionfruit and elderflower. Did it taste like either? Not really. But I did get a little tipsy.;The Expat;$11;2026-02-11 06:04:15.601446+00;2026-02-11 06:04:15.601446+00;2026-02-11 06:04:15.601446+00;https://kvsfwvxlmrtbzafznczd.supabase.co/storage/v1/object/public/drink-images/25fbd092-9d1d-4a49-80e1-0271cfdcef3a/1770789791468.jpg;false;false
b5a8cb1c-9e35-4437-a798-8e0b6cd6e7fd;b7d68135-b16f-4efd-89e9-dc9180061ef1;Ichiro's Malt Chichibu 'On The Way' (Floor Malted 2024);whiskey;Ichiro's Malt (Chichibu Distillery);5;"Chichibu whiskies are known for their lively and complex character. This particular expression, being 'Floor Malted', likely offers a unique malty sweetness with potential notes of honey, fruit, and a subtle spice, reflecting its Japanese oak (Mizunara) or ex-bourbon aging.

Ichiro's Malt is produced at the Chichibu Distillery in Japan, founded by Ichiro Akuto, a grandson of the founder of the Hanyu Distillery. Chichibu is renowned for its small-batch, handcrafted approach and using traditional techniques, including floor malting, to create highly sought-after Japanese single malts.

This is a premium Japanese single malt best enjoyed neat in a Glencairn glass to appreciate its full aromatic and flavor profile. It pairs well with thoughtful reflection or a quiet moment.";Cooper and Oak;$500-1000+ per bottle;2026-02-13 09:41:47.080968+00;2026-02-13 09:41:47.080968+00;2026-02-13 09:41:47.080968+00;drink-images/b7d68135-b16f-4efd-89e9-dc9180061ef1/1770975675944.jpg;false;false
d246cfda-d5a7-47b1-a69b-07b5d511d80f;b7d68135-b16f-4efd-89e9-dc9180061ef1;Royal Tokaji 5 Puttonyos Aszú 2017;wine;Royal Tokaji;4;"This sweet dessert wine typically exhibits rich aromas of apricot, honey, orange peel, and botrytis, with a luscious palate balanced by vibrant acidity.

Royal Tokaji is a renowned winery in the Tokaj region of Hungary, famous for its sweet 'aszú' wines. The number '5 Puttonyos' refers to the sweetness level, indicating a higher concentration of botrytized grapes used in its production.

Best served chilled as a dessert wine, it pairs wonderfully with foie gras, blue cheeses, fruit tarts, or simply on its own as a contemplative sip.";;$40-70 per 500ml bottle;2026-01-27 02:23:51.169022+00;2026-01-27 02:23:51.169022+00;2026-02-13 19:27:20.843451+00;https://kvsfwvxlmrtbzafznczd.supabase.co/storage/v1/object/public/drink-images/b7d68135-b16f-4efd-89e9-dc9180061ef1/1769480618992.jpg;false;false
